id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,number_of_reviews,review_scores_rating,amenities,dist_to_mall
655120206040927172,Wonderful Waterfront Apt for 5!  Pkg & City View,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87707,-77.01583,Entire condo,Entire home/apt,4,1.0,1.0,381.0,55,4.58,"[""Hot water"", ""Freezer"", ""Elevator"", ""Shared gym in building"", ""City skyline view"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Laundromat nearby"", ""Essentials"", ""Hot water kettle"", ""BBQ grill"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Shower gel"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Lockbox"", ""Clothing storage: walk-in closet"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Private entrance"", ""Pets allowed"", ""Shared backyard \u2013 Not fully fenced"", ""Conditioner"", ""Indoor fireplace: electric"", ""Outdoor dining area"", ""Bathtub"", ""Iron"", ""Gas stove"", ""Ethernet connection"", ""Coffee"", ""Coffee maker: drip coffee maker"", ""Dryer""]",0.9446466769175956
655195169367937273,"Futuristic, Stylish &Comfy★Near Nats Park &Parking","Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86623,-76.97698,Entire guest suite,Entire home/apt,4,1.0,2.0,102.0,188,4.84,"[""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Portable heater"", ""Central air conditioning"", ""Essentials"", ""Smart lock"", ""Long term stays allowed"", ""Free washer \u2013 In unit"", ""70 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix"", ""Board games"", ""Private backyard \u2013 Not fully fenced"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Extra pillows and blankets"", ""Clothing storage: wardrobe"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Mini fridge"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Self check-in"", ""Microwave"", ""Private entrance"", ""Wine glasses"", ""Exterior security cameras on property"", ""Trash compactor"", ""Indoor fireplace: electric"", ""Private BBQ grill: charcoal"", ""First aid kit"", ""Iron"", ""Wifi \u2013 42 Mbps"", ""Single level home"", ""Free parking on premises"", ""Drying rack for clothing"", ""Coffee"", ""Coffee maker: drip coffee maker"", ""Cleaning products""]",2.954534571665763
655906773996248534,Private Oasis in Vibrant Columbia Heights/Petworth,"Brightwood Park, Crestwood, Petworth",38.940868256771616,-77.03205644671534,Entire rental unit,Entire home/apt,4,1.0,2.0,126.0,91,4.97,"[""Electric stove"", ""Hot water"", ""Freezer"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Smart lock"", ""TV"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Board games"", ""Shower gel"", ""Single oven"", ""Books and reading material"", ""Dedicated workspace"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Blender"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Exterior security cameras on property"", ""Shared patio or balcony"", ""Conditioner"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Clothing storage: closet and dresser"", ""Ethernet connection"", ""Drying rack for clothing"", ""Coffee"", ""Dryer""]",3.5707861422656166
656032332287764095,Stylish DC Studio ~ 5 Mi to National Mall!,"North Michigan Park, Michigan Park, University Heights",38.94507,-76.98826,Entire loft,Entire home/apt,3,0.0,2.0,126.0,30,4.67,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Cooking basics"", ""Wifi"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Private backyard"", ""Dishwasher"", ""Coffee maker"", ""Patio or balcony"", ""Gym nearby"", ""BBQ grill: gas"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Private entrance"", ""Exterior security cameras on property"", ""Keypad"", ""First aid kit"", ""Iron"", ""Free parking on premises"", ""Blender"", ""Indoor fireplace"", ""Dryer""]",4.25744112500852
656462723886486717,Lovely Basement 1-bedroom with free parking,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94415,-77.00569,Entire rental unit,Entire home/apt,4,1.0,2.0,114.0,40,4.65,"[""Hot water"", ""Freezer"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Free residential garage on premises"", ""Central air conditioning"", ""Essentials"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Kitchenette"", ""Private backyard \u2013 Not fully fenced"", ""Luggage dropoff allowed"", ""Shower gel"", ""Extra pillows and blankets"", ""Central heating"", ""HDTV with Netflix, Apple TV, Chromecast, Disney+, Amazon Prime Video, HBO Max, Hulu"", ""Bed linens"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Self check-in"", ""Private entrance"", ""Wine glasses"", ""Exterior security cameras on property"", ""Keypad"", ""Bathtub"", ""Iron"", ""Noise decibel monitors on property"", ""Coffee"", ""Clothing storage: closet"", ""Cleaning products""]",3.8755143272583026
656627466463606133,Adorable Guesthouse | Free Parking | DCottage,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92431,-77.02587,Entire home,Entire home/apt,2,1.0,1.0,111.0,26,4.85,"[""Ceiling fan"", ""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Smart lock"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Body soap"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Shower gel"", ""Patio or balcony"", ""Dedicated workspace"", ""Bed linens"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Conditioner"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Drying rack for clothing"", ""Coffee"", ""Dryer"", ""Cleaning products""]",2.3996658414123067
657153050670184247,penthouse apartment,"Union Station, Stanton Park, Kingman Park",38.8926561,-76.99802319999999,Entire rental unit,Entire home/apt,2,1.0,1.0,180.0,110,4.83,"[""HDTV"", ""Hot water"", ""AC - split type ductless system"", ""Freezer"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Safe"", ""Cooking basics"", ""Wifi"", ""Heating - split type ductless system"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Free street parking"", ""Miele stainless steel oven"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Shower gel"", ""Mosquito net"", ""3 in 1 conditioner"", ""Books and reading material"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Miele gas stove"", ""Fireplace guards"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Miele refrigerator"", ""Microwave"", ""Kitchen"", ""3 in 1 body soap"", ""Private entrance"", ""Keypad"", ""First aid kit"", ""Iron"", ""Ethernet connection"", ""Coffee maker: drip coffee maker"", ""Clothing storage: closet"", ""Cleaning products""]",1.3575648965959266
657384860783290469,Beautiful LUXURY and Bright 2 Bedroom Apt in DC,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90565,-76.98936,Entire rental unit,Entire home/apt,5,2.0,3.0,160.0,112,4.92,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Laundromat nearby"", ""Essentials"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Shower gel"", ""Stainless steel oven"", ""Central heating"", ""Dedicated workspace"", ""Stainless steel stove"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Wine glasses"", ""Keypad"", ""First aid kit"", ""Iron"", ""Single level home"", ""Blender"", ""Coffee"", ""Conditioner"", ""Cleaning products""]",2.1200189865526613
657489769932984922,"Cozy, 98WalkScore in the heart of Adams Morgan!","Kalorama Heights, Adams Morgan, Lanier Heights",38.9207503,-77.0387185,Entire rental unit,Entire home/apt,2,1.0,1.0,187.0,101,4.82,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Safe"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Board games"", ""Shower gel"", ""GE oven"", ""Books and reading material"", ""Extra pillows and blankets"", ""Rice maker"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Lockbox"", ""Bed linens"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Self check-in"", ""42 inch HDTV with Netflix"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Wine glasses"", ""Exterior security cameras on property"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Clothing storage: closet and dresser"", ""Electric stove"", ""Blender"", ""Coffee"", ""Coffee maker: drip coffee maker"", ""Conditioner"", ""Cleaning products""]",2.3117389602637566
658748212469247392,"Capitol Hill Perfection-Dining, Museums & Parking","Capitol Hill, Lincoln Park",38.8888878,-76.995571,Entire rental unit,Entire home/apt,4,1.0,2.0,159.0,174,4.94,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Window AC unit"", ""Wifi"", ""Cooking basics"", ""Hair dryer"", ""Hangers"", ""Laundromat nearby"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""TV"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Board games"", ""Luggage dropoff allowed"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""High chair"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Keypad"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Heating"", ""Stainless steel electric stove"", ""Coffee"", ""Coffee maker: drip coffee maker"", ""Conditioner"", ""Cleaning products""]",1.4741516950432165
658812085073289768,Cheerful 1 bedroom in SE DC!,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87153,-76.9752,Private room in home,Private room,1,1.0,1.0,75.0,7,5.0,"[""BBQ grill"", ""Outdoor dining area"", ""TV"", ""Washer"", ""First aid kit"", ""Fire extinguisher"", ""Fire pit"", ""Smoke alarm"", ""Air conditioning"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Wifi"", ""Free parking on premises"", ""Kitchen""]",2.8580057743231326
658824327401627709,LUXURY 2 Bedroom Sophisticated Apt in DC,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90761,-76.98986,Entire rental unit,Entire home/apt,4,2.0,2.0,205.0,86,4.88,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Laundromat nearby"", ""Essentials"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Shower gel"", ""Stainless steel oven"", ""Dedicated workspace"", ""Stainless steel stove"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Bluetooth sound system"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Wine glasses"", ""Keypad"", ""Conditioner"", ""First aid kit"", ""Iron"", ""Heating"", ""TV with Fire TV"", ""Single level home"", ""Blender"", ""Coffee"", ""Clothing storage: closet"", ""Cleaning products""]",2.1714780829722855
658841925262482886,Carriage House Studio in the Heart of DC,"Dupont Circle, Connecticut Avenue/K Street",38.9158,-77.03579,Entire guesthouse,Entire home/apt,2,1.0,1.0,141.0,203,4.98,"[""Ceiling fan"", ""Hot water"", ""AC - split type ductless system"", ""Freezer"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Heating - split type ductless system"", ""Hair dryer"", ""Hangers"", ""50 inch HDTV with Fire TV"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Paid parking lot off premises"", ""Board games"", ""Luggage dropoff allowed"", ""Shower gel"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Wine glasses"", ""Keypad"", ""Conditioner"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Fast wifi \u2013 72 Mbps"", ""Portable fans"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Amazon Echo Studio Bluetooth sound system"", ""Ethernet connection"", ""Drying rack for clothing"", ""Coffee"", ""Magic Chef refrigerator"", ""Clothing storage: closet"", ""Cleaning products""]",1.9362414182343421
659433561381337372,"Sunny, New 2BR w/ 65"" TV, Firepit, Patio & Parking","Brightwood Park, Crestwood, Petworth",38.94884583663914,-77.02010609259032,Entire condo,Entire home/apt,5,2.0,3.0,135.0,206,4.9,"[""Hot water"", ""Freezer"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Fast wifi \u2013 841 Mbps"", ""Central air conditioning"", ""Bergman Kelly shampoo"", ""Essentials"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""Long term stays allowed"", ""Free parking on premises"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Barbecue utensils"", ""Board games"", ""Fire pit"", ""Luggage dropoff allowed"", ""Shower gel"", ""Frigidaire stainless steel electric stove"", ""Books and reading material"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Carbon monoxide alarm"", ""Panasonic  sound system with Bluetooth and aux"", ""Outdoor furniture"", ""45 inch HDTV with Chromecast"", ""Self check-in"", ""Pets allowed"", ""Microwave"", ""Blender"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Private entrance"", ""Frigidaire stainless steel oven"", ""Shared patio or balcony"", ""Shared backyard \u2013 Not fully fenced"", ""Outdoor dining area"", ""Coffee maker: Nespresso"", ""Bergman Kelly body soap"", ""First aid kit"", ""Iron"", ""Frigidaire refrigerator"", ""Portable fans"", ""Shared BBQ grill: charcoal, gas"", ""Single level home"", ""Ethernet connection"", ""Bergman Kelly conditioner"", ""Drying rack for clothing"", ""Coffee"", ""Clothing storage: closet"", ""Cleaning products""]",4.0896013798298805
659434497737025789,Cozy room in a townhouse close to everything,"Mayfair, Hillbrook, Mahaning Heights",38.90038,-76.95221,Private room in townhouse,Private room,1,1.0,1.0,40.0,3,4.0,"[""Exterior security cameras on property"", ""Dedicated workspace"", ""Hot water"", ""Washer"", ""First aid kit"", ""Heating"", ""Refrigerator"", ""Smoke alarm"", ""Air conditioning"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""65 inch HDTV with Roku"", ""Wifi"", ""Free parking on premises"", ""Kitchen"", ""Dryer"", ""Essentials""]",3.8825352802074904
659745715204713663,✧ H St Sanctuary ✧ Capitol Hill Carriage House ✧,"Union Station, Stanton Park, Kingman Park",38.897779,-76.9952335,Entire guesthouse,Entire home/apt,4,1.0,2.0,133.0,138,4.79,"[""Hot water"", ""Stainless steel gas stove"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Spa Essentials shampoo"", ""Hair dryer"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""TV"", ""Dishes and silverware"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Stainless steel oven"", ""Cleaning available during stay"", ""Central heating"", ""Dedicated workspace"", ""Bed linens"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Self check-in"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Keypad"", ""First aid kit"", ""Iron"", ""Pets allowed"", ""Coffee maker: drip coffee maker""]",1.5945815929580933
660361947280474796,"Lux CoHi Cove / Walk to METRO Sub, Shopping,& More","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.927457435913865,-77.02245335344237,Entire rental unit,Entire home/apt,4,1.0,2.0,117.0,121,4.83,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Spa Essentials shampoo"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Stainless steel oven"", ""Cleaning available during stay"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Private patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Exterior security cameras on property"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Stainless steel electric stove"", ""Coffee maker: drip coffee maker""]",2.611544805958901
660922786043660705,Studio apartment close to metro,"Capitol Hill, Lincoln Park",38.8889601,-76.97754069999999,Entire rental unit,Entire home/apt,2,1.0,1.0,82.0,144,4.9,"[""Hot water"", ""Freezer"", ""Fire extinguisher"", ""Smoke alarm"", ""Wifi"", ""Heating - split type ductless system"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Toaster"", ""TV"", ""Dishes and silverware"", ""Body soap"", ""Coffee maker"", ""Extra pillows and blankets"", ""Bed linens"", ""Mini fridge"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Exterior security cameras on property"", ""Keypad"", ""First aid kit"", ""Iron"", ""Coffee"", ""Conditioner"", ""Cleaning products""]",2.4457608669746413
661250682298355090,"Blueground | Mt Vernon, pool & gym, nr Chinatown","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.900777,-77.016936,Entire rental unit,Entire home/apt,2,1.0,1.0,268.0,0,,"[""Hot water"", ""Elevator"", ""Paid parking on premises"", ""Refrigerator"", ""Smoke alarm"", ""Cooking basics"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""BBQ grill"", ""TV"", ""Long term stays allowed"", ""Dishwasher"", ""Fast wifi \u2013 250 Mbps"", ""Coffee maker"", ""Dryer \u2013\u00a0In unit"", ""Crib"", ""High chair"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Iron"", ""Heating"", ""Pool"", ""Pets allowed"", ""Lockbox"", ""Gym""]",0.8353417491823721
661413836350118166,Shaw Chic Oasis: Metro-Accessible 2BR Rowhouse,"Shaw, Logan Circle",38.9100261,-77.01967859999999,Entire townhouse,Entire home/apt,6,2.0,2.0,181.0,151,4.93,"[""Hot water"", ""Freezer"", ""Stainless steel gas stove"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Baking sheet"", ""Safe"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""HDTV with Netflix, premium cable"", ""Dishwasher"", ""Barbecue utensils"", ""Board games"", ""Shower gel"", ""Extra pillows and blankets"", ""Stainless steel oven"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""BBQ grill: gas"", ""Bed linens"", ""Private patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Blender"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Exterior security cameras on property"", ""Keypad"", ""Paid parking garage off premises"", ""Baby safety gates"", ""First aid kit"", ""Iron"", ""Clothing storage: closet and dresser"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Coffee"", ""Folding or convertible high chair - always at the listing"", ""Conditioner""]",1.4196647306134615
661470761900023352,"DC Apartment  w/ Private Patio, 1 BD + Den & 1 BA","North Michigan Park, Michigan Park, University Heights",38.93932,-76.98627,Entire guest suite,Entire home/apt,6,2.0,3.0,138.0,219,4.9,"[""Electric stove"", ""Hot water"", ""AC - split type ductless system"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Heating - split type ductless system"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Stainless steel oven"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Wine glasses"", ""Exterior security cameras on property"", ""Keypad"", ""Clothing storage: walk-in closet and closet"", ""First aid kit"", ""Fast wifi \u2013 872 Mbps"", ""Portable fans"", ""43 inch HDTV"", ""Free parking on premises"", ""Blender"", ""Coffee"", ""Conditioner"", ""Cleaning products""]",3.95726327416055
662243699702594697,Charming 1 bedroom in the heart of Capitol Hill,"Capitol Hill, Lincoln Park",38.8884251,-76.9928937,Entire rental unit,Entire home/apt,4,1.0,2.0,150.0,98,4.76,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Clamp on table seat high chair - available upon request"", ""Cooking basics"", ""Indoor fireplace: wood-burning"", ""Hair dryer"", ""Hangers"", ""Pack \u2019n play/Travel crib - available upon request"", ""Central air conditioning"", ""Laundromat nearby"", ""Essentials"", ""Toaster"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Coffee maker"", ""Board games"", ""Luggage dropoff allowed"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Stove"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Babysitter recommendations"", ""Exterior security cameras on property"", ""Private entrance"", ""Outdoor dining area"", ""HDTV with Roku"", ""First aid kit"", ""Noise decibel monitors on property"", ""Clothing storage: dresser"", ""Coffee"", ""Lockbox"", ""Conditioner"", ""Wifi \u2013 25 Mbps""]",1.6197028269407772
662279537920006359,Airy 2-bed apartment w/ full kitchen & laundry,"Brightwood Park, Crestwood, Petworth",38.95492,-77.02498,Entire guest suite,Entire home/apt,4,2.0,3.0,98.0,134,4.84,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Essentials"", ""TV"", ""Paid parking lot on premises \u2013 2 spaces"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Shower gel"", ""Books and reading material"", ""Extra pillows and blankets"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Fast wifi \u2013 308 Mbps"", ""Wine glasses"", ""Exterior security cameras on property"", ""Private entrance"", ""Iron"", ""Clothing storage: closet and dresser"", ""Single level home"", ""Electric stove"", ""Coffee"", ""Lockbox"", ""Conditioner"", ""Cleaning products""]",4.50722623163047
663803029478294826,Cozy studio with patio near Dupont and U street,"Dupont Circle, Connecticut Avenue/K Street",38.91589,-77.03758,Entire condo,Entire home/apt,2,1.0,1.0,60.0,8,4.5,"[""Hot water"", ""Freezer"", ""Elevator"", ""Paid dryer \u2013 In building"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Safe"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Laundromat nearby"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Paid washer \u2013 In building"", ""Central heating"", ""Dedicated workspace"", ""Bed linens"", ""Private patio or balcony"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Bidet"", ""Kitchen"", ""Bathtub"", ""Electric stove"", ""Lockbox"", ""Conditioner"", ""Cleaning products""]",1.9786071212302851
